1,0.29254,0.30943
1,0.29254,0.30943
2,0.30886,0.31023
1,0.29254,0.30943
2,0.30886,0.31023
3,0.42238,0.48026
1,0.29254,0.30943
2,0.30886,0.31023
3,0.42238,0.48026
4,0.55035,0.54956
1,0.29254,0.30943
2,0.30886,0.31023
3,0.42238,0.48026
4,0.55035,0.54956
5,0.57016,0.56164
1,0.29254,0.30943
2,0.30886,0.31023
3,0.42238,0.48026
4,0.55035,0.54956
5,0.57016,0.56164
6,0.5972,0.62208
1,0.29254,0.30943
2,0.30886,0.31023
3,0.42238,0.48026
4,0.55035,0.54956
5,0.57016,0.56164
6,0.5972,0.62208
7,0.74639,0.69218
1,0.29254,0.30943
2,0.30886,0.31023
3,0.42238,0.48026
4,0.55035,0.54956
5,0.57016,0.56164
6,0.5972,0.62208
7,0.74639,0.69218
8,0.88695,0.75342
1,0.29254,0.30943
2,0.30886,0.31023
3,0.42238,0.48026
4,0.55035,0.54956
5,0.57016,0.56164
6,0.5972,0.62208
7,0.74639,0.69218
8,0.88695,0.75342
9,0.94592,0.77115
1,0.29254,0.30943
2,0.30886,0.31023
3,0.42238,0.48026
4,0.55035,0.54956
5,0.57016,0.56164
6,0.5972,0.62208
7,0.74639,0.69218
8,0.88695,0.75342
9,0.94592,0.77115
10,0.95455,0.77357
1,0.29091,0.30943
1,0.29091,0.30943
2,0.40606,0.44883
1,0.29091,0.30943
2,0.40606,0.44883
3,0.54755,0.54795
1,0.29091,0.30943
2,0.40606,0.44883
3,0.54755,0.54795
4,0.569,0.56326
1,0.29091,0.30943
2,0.40606,0.44883
3,0.54755,0.54795
4,0.569,0.56326
5,0.58601,0.58582
1,0.29091,0.30943
2,0.40606,0.44883
3,0.54755,0.54795
4,0.569,0.56326
5,0.58601,0.58582
6,0.69068,0.62127
1,0.29091,0.30943
2,0.40606,0.44883
3,0.54755,0.54795
4,0.569,0.56326
5,0.58601,0.58582
6,0.69068,0.62127
7,0.75058,0.66559
1,0.29091,0.30943
2,0.40606,0.44883
3,0.54755,0.54795
4,0.569,0.56326
5,0.58601,0.58582
6,0.69068,0.62127
7,0.75058,0.66559
8,0.83566,0.72522
1,0.29091,0.30943
2,0.40606,0.44883
3,0.54755,0.54795
4,0.569,0.56326
5,0.58601,0.58582
6,0.69068,0.62127
7,0.75058,0.66559
8,0.83566,0.72522
9,0.92914,0.75987
1,0.29091,0.30943
2,0.40606,0.44883
3,0.54755,0.54795
4,0.569,0.56326
5,0.58601,0.58582
6,0.69068,0.62127
7,0.75058,0.66559
8,0.83566,0.72522
9,0.92914,0.75987
10,0.94545,0.76551
1,0.30979,0.30943
1,0.30979,0.30943
2,0.38019,0.41902
1,0.30979,0.30943
2,0.38019,0.41902
3,0.52401,0.53183
1,0.30979,0.30943
2,0.38019,0.41902
3,0.52401,0.53183
4,0.56503,0.56406
1,0.30979,0.30943
2,0.38019,0.41902
3,0.52401,0.53183
4,0.56503,0.56406
5,0.62937,0.61644
1,0.30979,0.30943
2,0.38019,0.41902
3,0.52401,0.53183
4,0.56503,0.56406
5,0.62937,0.61644
6,0.75594,0.68413
1,0.30979,0.30943
2,0.38019,0.41902
3,0.52401,0.53183
4,0.56503,0.56406
5,0.62937,0.61644
6,0.75594,0.68413
7,0.87832,0.74053
1,0.30979,0.30943
2,0.38019,0.41902
3,0.52401,0.53183
4,0.56503,0.56406
5,0.62937,0.61644
6,0.75594,0.68413
7,0.87832,0.74053
8,0.94149,0.76471
1,0.30979,0.30943
2,0.38019,0.41902
3,0.52401,0.53183
4,0.56503,0.56406
5,0.62937,0.61644
6,0.75594,0.68413
7,0.87832,0.74053
8,0.94149,0.76471
9,0.95175,0.75987
1,0.30979,0.30943
2,0.38019,0.41902
3,0.52401,0.53183
4,0.56503,0.56406
5,0.62937,0.61644
6,0.75594,0.68413
7,0.87832,0.74053
8,0.94149,0.76471
9,0.95175,0.75987
10,0.95594,0.77035
1,0.34359,0.31749
1,0.34359,0.31749
2,0.42378,0.46817
1,0.34359,0.31749
2,0.42378,0.46817
3,0.54522,0.5415
1,0.34359,0.31749
2,0.42378,0.46817
3,0.54522,0.5415
4,0.57995,0.5834
1,0.34359,0.31749
2,0.42378,0.46817
3,0.54522,0.5415
4,0.57995,0.5834
5,0.70373,0.64303
1,0.34359,0.31749
2,0.42378,0.46817
3,0.54522,0.5415
4,0.57995,0.5834
5,0.70373,0.64303
6,0.76853,0.65028
1,0.34359,0.31749
2,0.42378,0.46817
3,0.54522,0.5415
4,0.57995,0.5834
5,0.70373,0.64303
6,0.76853,0.65028
7,0.77133,0.63739
1,0.34359,0.31749
2,0.42378,0.46817
3,0.54522,0.5415
4,0.57995,0.5834
5,0.70373,0.64303
6,0.76853,0.65028
7,0.77133,0.63739
8,0.77343,0.65189
1,0.34359,0.31749
2,0.42378,0.46817
3,0.54522,0.5415
4,0.57995,0.5834
5,0.70373,0.64303
6,0.76853,0.65028
7,0.77133,0.63739
8,0.77343,0.65189
9,0.77319,0.64625
1,0.34359,0.31749
2,0.42378,0.46817
3,0.54522,0.5415
4,0.57995,0.5834
5,0.70373,0.64303
6,0.76853,0.65028
7,0.77133,0.63739
8,0.77343,0.65189
9,0.77319,0.64625
10,0.83543,0.73892
1,0.26853,0.30943
1,0.26853,0.30943
2,0.3662,0.41499
1,0.26853,0.30943
2,0.3662,0.41499
3,0.52284,0.53989
1,0.26853,0.30943
2,0.3662,0.41499
3,0.52284,0.53989
4,0.56597,0.5552
1,0.26853,0.30943
2,0.3662,0.41499
3,0.52284,0.53989
4,0.56597,0.5552
5,0.60676,0.60596
1,0.26853,0.30943
2,0.3662,0.41499
3,0.52284,0.53989
4,0.56597,0.5552
5,0.60676,0.60596
6,0.72587,0.64867
1,0.26853,0.30943
2,0.3662,0.41499
3,0.52284,0.53989
4,0.56597,0.5552
5,0.60676,0.60596
6,0.72587,0.64867
7,0.77016,0.64948
1,0.26853,0.30943
2,0.3662,0.41499
3,0.52284,0.53989
4,0.56597,0.5552
5,0.60676,0.60596
6,0.72587,0.64867
7,0.77016,0.64948
8,0.77506,0.65351
1,0.26853,0.30943
2,0.3662,0.41499
3,0.52284,0.53989
4,0.56597,0.5552
5,0.60676,0.60596
6,0.72587,0.64867
7,0.77016,0.64948
8,0.77506,0.65351
9,0.81585,0.70991
